TAG_READ,,3034975e000004c000000013,2480000000190-19,reader-01,192.168.15.101,4,,2016/02/11 17:44:59.970,-74
TAG_READ,,bcb1caddbf00002e923432c6,,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.102,-74
TAG_READ,,303488b80000004000000001,2240000000015-1,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.171,-75
TAG_READ,,30348339c000040000000010,2150000000161-16,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.210,-70
TAG_READ,,bcf2adebdb00002e923413da,,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.295,-76
TAG_READ,,303400000061a83dd0a091b9,10000000000007-265493189049,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.235,-74
TAG_READ,,bcad54c60200002e925176fa,,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.349,-76
TAG_READ,,300933b2ddd9014000000028,5162327513054-40,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.426,-74
TAG_READ,,303486e34000004000000001,2210000000018-1,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.420,-72
TAG_READ,,bcff56e36e00002e923841d6,,reader-01,192.168.15.101,2,,2016/02/11 17:45:00.385,-71
TAG_READ,,303496c1c000020000000008,2470000000085-8,reader-01,192.168.15.101,3,,2016/02/11 17:45:00.792,-80
TAG_READ,,30348ed28000050000000014,2340000000203-20,reader-01,192.168.15.101,4,,2016/02/11 17:45:00.921,-70
TAG_READ,,30349450c000014000000005,2430000000058-5,reader-01,192.168.15.101,4,,2016/02/11 17:45:00.895,-69
TAG_READ,,303493184000054000000015,2410000000210-21,reader-01,192.168.15.101,4,,2016/02/11 17:45:00.899,-73
TAG_READ,,30348cfdc00007800000001e,2310000000305-30,reader-01,192.168.15.101,3,,2016/02/11 17:45:00.811,-77
TAG_READ,,303489544000010000000004,2250000000045-4,reader-01,192.168.15.101,4,,2016/02/11 17:45:00.911,-77
TAG_READ,,303494ed000001c000000007,2440000000071-7,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.017,-62
TAG_READ,,3034931840000b400000002d,2410000000456-45,reader-01,192.168.15.101,4,,2016/02/11 17:45:00.997,-74
TAG_READ,,303494ed0000010000000004,2440000000040-4,reader-01,192.168.15.101,4,,2016/02/11 17:45:00.956,-68
TAG_READ,,303493b48000050000000014,2420000000202-20,reader-01,192.168.15.101,4,,2016/02/11 17:45:00.980,-74
TAG_READ,,303494ed0000050000000014,2440000000200-20,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.064,-66
TAG_READ,,303480c8c000018000000006,2110000000066-6,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.126,-70
TAG_READ,,303480c8c000014000000005,2110000000059-5,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.159,-69
TAG_READ,,bcc4753f9f00002e92478c06,,reader-01,192.168.15.101,1,,2016/02/11 17:45:01.232,-66
TAG_READ,,303494ed0000024000000009,2440000000095-9,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.130,-74
TAG_READ,,30349318400007400000001d,2410000000296-29,reader-01,192.168.15.101,2,,2016/02/11 17:45:01.325,-70
TAG_READ,,30349b2ce411ffb8ee8d675f,2542393184304-244520413023,reader-01,192.168.15.101,2,,2016/02/11 17:45:01.363,-66
TAG_READ,,bc82275cd700002e9248b4ba,,reader-01,192.168.15.101,2,,2016/02/11 17:45:01.319,-69
TAG_READ,,303490a74000090000000024,2370000000361-36,reader-01,192.168.15.101,2,,2016/02/11 17:45:01.334,-78
TAG_READ,,30349b2ce411ffa72d76fff5,2542393184304-168266498037,reader-01,192.168.15.101,2,,2016/02/11 17:45:01.380,-69
TAG_READ,,bce3dbff6300002e922ec41c,,reader-01,192.168.15.101,1,,2016/02/11 17:45:01.260,-63
TAG_READ,,303602ccd81b51041021b9c1,8434486279728-17450514881,reader-01,192.168.15.101,2,,2016/02/11 17:45:01.374,-70
TAG_READ,,303483d6000000c000000003,2160000000030-3,reader-01,192.168.15.101,3,,2016/02/11 17:45:01.469,-82
TAG_READ,,30347be6c000004000000001,2030000000012-1,reader-01,192.168.15.101,3,,2016/02/11 17:45:01.494,-75
TAG_READ,,30347be6c00000c000000003,2030000000036-3,reader-01,192.168.15.101,3,,2016/02/11 17:45:01.473,-81
TAG_READ,,3034829d8000010000000004,2140000000049-4,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.589,-69
TAG_READ,,30348ed28000010000000004,2340000000043-4,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.676,-70
TAG_READ,,303480c8c00002c00000000b,2110000000110-11,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.581,-69
TAG_READ,,30348e364000040000000010,2330000000167-16,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.610,-63
TAG_READ,,303493b4800002800000000a,2420000000103-10,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.619,-70
TAG_READ,,30349318400001c000000007,2410000000074-7,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.785,-73
TAG_READ,,30347be6c00004c000000013,2030000000197-19,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.719,-73
TAG_READ,,3034975e0000040000000010,2480000000169-16,reader-01,192.168.15.101,4,,2016/02/11 17:45:01.713,-74
TAG_READ,,08283097906a6b0f0befdb9640020400,,reader-01,192.168.15.101,2,,2016/02/11 17:45:01.978,-70
TAG_READ,,303494ed000003400000000d,2440000000132-13,reader-01,192.168.15.101,1,,2016/02/11 17:45:01.906,-74
TAG_READ,,30348339c000024000000009,2150000000093-9,reader-01,192.168.15.101,2,,2016/02/11 17:45:01.964,-75
TAG_READ,,bceb611f4600002e9229da70,,reader-01,192.168.15.101,1,,2016/02/11 17:45:01.900,-76
TAG_READ,,bcc5c9f0ae00002e91f79716,,reader-01,192.168.15.101,1,,2016/02/11 17:45:01.867,-70
TAG_READ,,bce7882fb300002e923a35c8,,reader-01,192.168.15.101,1,,2016/02/11 17:45:01.837,-73
TAG_READ,,303602c44408fc79a24988c4,8433937092015-247535864004,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.062,-70
TAG_READ,,303486e34000020000000008,2210000000087-8,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.026,-78
TAG_READ,,303495894000024000000009,2450000000094-9,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.058,-77
TAG_READ,,340832b2ddd9014000000065,,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.083,-69
TAG_READ,,bca180a1d500002e924570c8,,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.049,-70
TAG_READ,,303493b48000004000000001,2420000000011-1,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.004,-75
TAG_READ,,3034dc19f00181fcc25d74c4,3606140015439-260958942404,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.017,-75
TAG_READ,,bcb9c7851400002e923747e6,,reader-01,192.168.15.101,3,,2016/02/11 17:45:02.180,-74
TAG_READ,,303495894000050000000014,2450000000209-20,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.285,-74
TAG_READ,,30347aae4000004000000001,2010000000014-1,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.334,-70
TAG_READ,,30349450c000004000000001,2430000000010-1,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.297,-71
TAG_READ,,303493b480000a800000002a,2420000000424-42,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.325,-64
TAG_READ,,30348e364000044000000011,2330000000174-17,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.339,-71
TAG_READ,,30349318400008c000000023,2410000000357-35,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.369,-74
TAG_READ,,30349318400000c000000003,2410000000036-3,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.377,-69
TAG_READ,,bca6baee3700002e92444fb4,,reader-01,192.168.15.101,1,,2016/02/11 17:45:02.512,-70
TAG_READ,,bc9e1cdf5600002e9250cb04,,reader-01,192.168.15.101,1,,2016/02/11 17:45:02.469,-69
TAG_READ,,bcfcc5ada200002e92377700,,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.639,-74
TAG_READ,,bcdfcfc92200002e92319ace,,reader-01,192.168.15.101,2,,2016/02/11 17:45:02.627,-74
TAG_READ,,bce703602e00002e92105ed4,,reader-01,192.168.15.101,3,,2016/02/11 17:45:02.714,-78
TAG_READ,,300933b2ddd9014000000032,5162327513054-50,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.848,-74
TAG_READ,,30348cfdc00001c000000007,2310000000077-7,reader-01,192.168.15.101,3,,2016/02/11 17:45:02.797,-78
TAG_READ,,303493b4800004c000000013,2420000000196-19,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.865,-70
TAG_READ,,303493b48000094000000025,2420000000370-37,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.993,-69
TAG_READ,,bcf5af4e3600002e923776ae,,reader-01,192.168.15.101,1,,2016/02/11 17:45:03.027,-65
TAG_READ,,303493b48000048000000012,2420000000189-18,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.956,-69
TAG_READ,,3034975e0000020000000008,2480000000084-8,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.979,-72
TAG_READ,,30349318400009c000000027,2410000000395-39,reader-01,192.168.15.101,4,,2016/02/11 17:45:02.910,-67
TAG_READ,,bc854f2bcc00002e91bdea32,,reader-01,192.168.15.101,1,,2016/02/11 17:45:03.117,-67
TAG_READ,,bcc4753f9f00002e92478c06,,reader-01,192.168.15.101,1,,2016/02/11 17:45:03.080,-69
TAG_READ,,bccbcd867900002e92311db6,,reader-01,192.168.15.101,1,,2016/02/11 17:45:03.105,-66
TAG_READ,,3034900b0000008000000002,2360000000027-2,reader-01,192.168.15.101,3,,2016/02/11 17:45:03.238,-81
TAG_READ,,3034975e0000014000000005,2480000000053-5,reader-01,192.168.15.101,3,,2016/02/11 17:45:03.258,-78
TAG_READ,,bcb28985d100002e9255eb88,,reader-01,192.168.15.101,1,,2016/02/11 17:45:03.405,-68
TAG_READ,,30348165000002800000000a,2120000000102-10,reader-01,192.168.15.101,3,,2016/02/11 17:45:03.579,-79
TAG_READ,,3034900b0000014000000005,2360000000058-5,reader-01,192.168.15.101,3,,2016/02/11 17:45:03.774,-81
TAG_READ,,bcd9d4753b00002e9231257c,,reader-01,192.168.15.101,3,,2016/02/11 17:45:03.707,-70
TAG_READ,,303493b4800003000000000c,2420000000127-12,reader-01,192.168.15.101,4,,2016/02/11 17:45:03.925,-66
TAG_READ,,30348cfdc00003800000000e,2310000000145-14,reader-01,192.168.15.101,4,,2016/02/11 17:45:03.829,-70
TAG_READ,,303494ed0000040000000010,2440000000163-16,reader-01,192.168.15.101,4,,2016/02/11 17:45:03.959,-74
TAG_READ,,3034975e0000004000000001,2480000000015-1,reader-01,192.168.15.101,4,,2016/02/11 17:45:04.002,-69
TAG_READ,,bc816a45e100002e9232e2c6,,reader-01,192.168.15.101,1,,2016/02/11 17:45:04.088,-70
TAG_READ,,303495894000048000000012,2450000000186-18,reader-01,192.168.15.101,4,,2016/02/11 17:45:03.998,-74
TAG_READ,,bcb00a97a900002e92380b28,,reader-01,192.168.15.101,1,,2016/02/11 17:45:04.239,-70
TAG_READ,,bceacbc2af00002e924e5a0a,,reader-01,192.168.15.101,1,,2016/02/11 17:45:04.141,-77
TAG_READ,,30348201400000c000000003,2130000000033-3,reader-01,192.168.15.101,4,,2016/02/11 17:45:04.437,-70
TAG_READ,,303494ed0000048000000012,2440000000187-18,reader-01,192.168.15.101,4,,2016/02/11 17:45:04.507,-73
TAG_READ,,3034931840000cc000000033,2410000000517-51,reader-01,192.168.15.101,4,,2016/02/11 17:45:04.516,-68
TAG_READ,,0828670a56b192173af211ec0ea18400,,reader-01,192.168.15.101,4,,2016/02/11 17:45:04.480,-74
TAG_READ,,083040e81e80742e392ea03a98010400,,reader-01,192.168.15.101,4,,2016/02/11 17:45:04.666,-76
TAG_READ,,30349589400003c00000000f,2450000000155-15,reader-01,192.168.15.101,4,,2016/02/11 17:45:04.602,-73
TAG_READ,,30348e364000010000000004,2330000000044-4,reader-01,192.168.15.101,4,,2016/02/11 17:45:04.611,-77
TAG_READ,,bcdd28832900002e92480134,,reader-01,192.168.15.101,2,,2016/02/11 17:45:04.787,-71
TAG_READ,,bcf236fb9700002e923a7c34,,reader-01,192.168.15.101,2,,2016/02/11 17:45:04.952,-73
TAG_READ,,bcdb8024ee00002e92351d26,,reader-01,192.168.15.101,2,,2016/02/11 17:45:04.961,-74
TAG_READ,,30349bc718025faab25a4224,2552262024303-183380886052,reader-01,192.168.15.101,2,,2016/02/11 17:45:04.947,-71
TAG_READ,,bca5010a3800002e92516f2c,,reader-01,192.168.15.101,2,,2016/02/11 17:45:04.987,-74
TAG_READ,,303490a74000098000000026,2370000000385-38,reader-01,192.168.15.101,2,,2016/02/11 17:45:05.027,-74
TAG_READ,,bcba21b16300002e923d7210,,reader-01,192.168.15.101,2,,2016/02/11 17:45:04.975,-75
TAG_READ,,bca69c3df100002e924597e8,,reader-01,192.168.15.101,2,,2016/02/11 17:45:04.956,-75
