TAG_READ,,e28011700000020910000078,,reader-01,192.168.15.101,2,,2019/11/25 16:17:29.409,-74
TAG_READ,,e28011700000020910000005,,reader-01,192.168.15.101,2,,2019/11/25 16:17:29.415,-67
TAG_READ,,e28011700000020910000004,,reader-01,192.168.15.101,2,,2019/11/25 16:17:29.451,-71
TAG_READ,,e28011700000020910000020,,reader-01,192.168.15.101,2,,2019/11/25 16:17:29.469,-71
TAG_READ,,e28011700000020910000092,,reader-01,192.168.15.101,2,,2019/11/25 16:17:29.459,-72
TAG_READ,,e28011700000020910000100,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.550,-66
TAG_READ,,e28011700000020910000055,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.554,-79
TAG_READ,,e28011700000020910000095,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.563,-69
TAG_READ,,e28011700000020910000093,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.558,-73
TAG_READ,,e28011700000020910000099,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.578,-72
TAG_READ,,e28011700000020910000098,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.582,-73
TAG_READ,,e28011700000020910000074,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.600,-77
TAG_READ,,e28011700000020910000045,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.605,-74
TAG_READ,,e28011700000020910000079,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.610,-77
TAG_READ,,e28011700000020910000094,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.623,-75
TAG_READ,,e28011700000020910000050,,reader-01,192.168.15.101,3,,2019/11/25 16:17:29.628,-74
TAG_READ,,e28011700000020910000028,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.698,-74
TAG_READ,,e28011700000020910000077,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.713,-59
TAG_READ,,e28011700000020910000085,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.719,-58
TAG_READ,,e28011700000020910000043,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.725,-69
TAG_READ,,e28011700000020910000019,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.744,-70
TAG_READ,,e28011700000020910000061,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.756,-68
TAG_READ,,e28011700000020910000097,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.768,-64
TAG_READ,,e28011700000020910000071,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.781,-64
TAG_READ,,e28011700000020910000015,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.790,-65
TAG_READ,,e28011700000020910000010,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.800,-58
TAG_READ,,e28011700000020910000065,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.804,-60
TAG_READ,,e28011700000020910000083,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.831,-67
TAG_READ,,e28011700000020910000037,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.837,-66
TAG_READ,,e28011700000020910000072,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.845,-62
TAG_READ,,e28011700000020910000001,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.882,-67
TAG_READ,,e28011700000020910000031,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.878,-65
TAG_READ,,e28011700000020910000026,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.899,-69
TAG_READ,,e28011700000020910000059,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.903,-67
TAG_READ,,e28011700000020910000082,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.896,-63
TAG_READ,,e28011700000020910000012,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.920,-75
TAG_READ,,e28011700000020910000047,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.916,-66
TAG_READ,,e28011700000020910000060,,reader-01,192.168.15.101,4,,2019/11/25 16:17:29.928,-62
TAG_READ,,e28011700000020910000096,,reader-01,192.168.15.101,2,,2019/11/25 16:17:30.039,-70
TAG_READ,,e28011700000020910000088,,reader-01,192.168.15.101,3,,2019/11/25 16:17:30.130,-74
TAG_READ,,e28011700000020910000070,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.169,-59
TAG_READ,,e28011700000020910000058,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.179,-69
TAG_READ,,e28011700000020910000080,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.175,-58
TAG_READ,,e28011700000020910000041,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.200,-65
TAG_READ,,e28011700000020910000027,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.215,-67
TAG_READ,,e28011700000020910000038,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.225,-76
TAG_READ,,e28011700000020910000011,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.249,-81
TAG_READ,,e28011700000020910000084,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.279,-62
TAG_READ,,e28011700000020910000030,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.316,-68
TAG_READ,,e28011700000020910000025,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.321,-66
TAG_READ,,e28011700000020910000008,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.333,-67
TAG_READ,,e28011700000020910000003,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.342,-63
TAG_READ,,e28011700000020910000022,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.389,-67
TAG_READ,,e28011700000020910000042,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.385,-64
TAG_READ,,e28011700000020910000063,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.405,-73
TAG_READ,,e28011700000020910000075,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.398,-63
TAG_READ,,e28011700000020910000087,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.418,-63
TAG_READ,,e28011700000020910000021,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.431,-73
TAG_READ,,e28011700000020910000069,,reader-01,192.168.15.101,4,,2019/11/25 16:17:30.458,-62
TAG_READ,,e28011700000020910000044,,reader-01,192.168.15.101,3,,2019/11/25 16:17:30.701,-77
TAG_READ,,e28011700000020910000032,,reader-01,192.168.15.101,3,,2019/11/25 16:17:30.730,-77
