TAG_READ,,e28011700000020910000100,,reader-01,192.168.15.101,2,,2016/02/23 18:13:24.952,-70
TAG_READ,,e28011700000020910000095,,reader-01,192.168.15.101,2,,2016/02/23 18:13:24.957,-76
TAG_READ,,e28011700000020910000099,,reader-01,192.168.15.101,2,,2016/02/23 18:13:24.966,-77
TAG_READ,,e28011700000020910000094,,reader-01,192.168.15.101,2,,2016/02/23 18:13:24.970,-77
TAG_READ,,e28011700000020910000089,,reader-01,192.168.15.101,2,,2016/02/23 18:13:24.984,-77
TAG_READ,,e28011700000020910000027,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.057,-70
TAG_READ,,e28011700000020910000002,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.068,-70
TAG_READ,,e28011700000020910000017,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.074,-74
TAG_READ,,e28011700000020910000054,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.064,-68
TAG_READ,,e28011700000020910000050,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.078,-63
TAG_READ,,e28011700000020910000055,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.090,-64
TAG_READ,,e28011700000020910000039,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.081,-70
TAG_READ,,e28011700000020910000074,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.086,-67
TAG_READ,,e28011700000020910000048,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.099,-74
TAG_READ,,e28011700000020910000045,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.114,-66
TAG_READ,,e28011700000020910000083,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.111,-79
TAG_READ,,e28011700000020910000068,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.122,-73
TAG_READ,,e28011700000020910000052,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.102,-71
TAG_READ,,e28011700000020910000069,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.093,-69
TAG_READ,,e28011700000020910000001,,reader-01,192.168.15.101,4,,2016/02/23 18:13:25.150,-70
