EVENT_TYPE,EVENT_DETAILS,HEX_EPC,DECODED_EPC,DEVICE_ID,DEVICE_IP,ANTENNA_PORT,OPERATION_MODE,TIME_STAMP,RSSI,
TAG_READ,,e28011700000020910000096,,reader-01,192.168.15.101,1,,2016/02/11 17:29:55.652,-77
TAG_READ,,e28011700000020910000059,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.888,-70
TAG_READ,,e28011700000020910000016,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.752,-74
TAG_READ,,e28011700000020910000044,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.797,-67
TAG_READ,,e28011700000020910000001,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.831,-71
TAG_READ,,e28011700000020910000045,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.884,-70
TAG_READ,,e28011700000020910000047,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.811,-74
TAG_READ,,e28011700000020910000003,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.815,-75
TAG_READ,,e28011700000020910000086,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.724,-63
TAG_READ,,e28011700000020910000042,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.857,-76
TAG_READ,,e28011700000020910000043,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.948,-74
TAG_READ,,e28011700000020910000081,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.748,-69
TAG_READ,,e28011700000020910000083,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.879,-71
TAG_READ,,e28011700000020910000008,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.960,-77
TAG_READ,,e28011700000020910000017,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.922,-72
TAG_READ,,e28011700000020910000099,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.733,-62
TAG_READ,,e28011700000020910000011,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.913,-76
TAG_READ,,e28011700000020910000055,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.952,-76
TAG_READ,,e28011700000020910000066,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.771,-65
TAG_READ,,e28011700000020910000022,,reader-01,192.168.15.101,2,,2016/02/11 17:29:55.966,-76
